lcm_timestamp,sensor_timestamp,depth,pressure
1699643680115481,1699643680115446,545.245,-1.0
1699643680263004,1699643680262987,545.243,-1.0
1699643680411989,1699643680411850,545.244,-1.0
1699643680564265,1699643680564249,545.235,-1.0
1699643680712695,1699643680712677,545.233,-1.0
1699643680865419,1699643680865404,545.234,-1.0
1699643681008190,1699643681008147,545.226,-1.0
1699643681161068,1699643681161056,545.226,-1.0
1699643681305005,1699643681304964,545.22,-1.0
1699643681458929,1699643681458786,545.214,-1.0
1699643681610124,1699643681610110,545.21,-1.0
1699643681754825,1699643681754805,545.204,-1.0
1699643681906378,1699643681906365,545.195,-1.0
1699643682053454,1699643682053439,545.195,-1.0
1699643682203307,1699643682203287,545.187,-1.0
1699643682355983,1699643682355972,545.179,-1.0
1699643682501385,1699643682501303,545.181,-1.0
1699643682655801,1699643682655790,545.182,-1.0
1699643682800381,1699643682800374,545.181,-1.0
1699643682954293,1699643682954192,545.181,-1.0
1699643683097346,1699643683097334,545.18,-1.0
1699643683249686,1699643683249649,545.174,-1.0
1699643683401614,1699643683401602,545.174,-1.0
1699643683547601,1699643683547556,545.167,-1.0
1699643683699061,1699643683699048,545.167,-1.0
1699643683850963,1699643683850949,545.176,-1.0
1699643683995506,1699643683995482,545.169,-1.0
1699643684149088,1699643684149065,545.166,-1.0
1699643684300825,1699643684300809,545.173,-1.0
1699643684444911,1699643684444818,545.169,-1.0
1699643684598880,1699643684598817,545.158,-1.0
1699643684747677,1699643684747666,545.149,-1.0
1699643684895247,1699643684895230,545.15,-1.0
1699643685046141,1699643685045993,545.147,-1.0
1699643685199929,1699643685199913,545.145,-1.0
1699643685344149,1699643685344110,545.14,-1.0
1699643685496996,1699643685496970,545.121,-1.0
1699643685641272,1699643685641226,545.123,-1.0
1699643685796248,1699643685796224,545.135,-1.0
1699643685940960,1699643685940936,545.182,-1.0
1699643686092898,1699643686092876,545.198,-1.0
1699643686241917,1699643686241903,545.192,-1.0
1699643686388345,1699643686388237,545.197,-1.0
1699643686539506,1699643686539477,545.188,-1.0
1699643686688238,1699643686688148,545.189,-1.0
1699643686840026,1699643686839953,545.174,-1.0
1699643686988822,1699643686988808,545.17,-1.0
1699643687137362,1699643687137336,545.158,-1.0
1699643687286934,1699643687286914,545.156,-1.0
1699643687435915,1699643687435894,545.16,-1.0
